,Q,R,S
0,-103.54444444444445,677.4555555555555,-89.54444444444445
1,-99.54444444444445,986.4555555555555,-95.54444444444445
2,-40.544444444444444,195.45555555555555,-137.54444444444445
3,-60.544444444444444,1103.4555555555555,-87.54444444444445
4,-88.54444444444445,158.45555555555555,158.45555555555555
5,-34.544444444444444,1182.4555555555555,-100.54444444444445
6,-101.54444444444445,204.45555555555555,-163.54444444444445
7,-26.544444444444444,1197.4555555555555,-99.54444444444445
8,-56.544444444444444,229.45555555555555,229.45555555555555
9,-110.54444444444445,1226.4555555555555,-108.54444444444445
10,-108.54444444444445,250.45555555555555,250.45555555555555
11,-49.544444444444444,1289.4555555555555,-121.54444444444445
12,-121.54444444444445,215.45555555555555,-138.54444444444445
13,-40.544444444444444,1183.4555555555555,11.455555555555556
14,-51.544444444444444,231.45555555555555,231.45555555555555
15,-42.544444444444444,1226.4555555555555,-169.54444444444445
16,197.45555555555555,199.45555555555555,199.45555555555555
17,-123.54444444444445,1239.4555555555555,-113.54444444444445
18,-104.54444444444445,1162.4555555555555,-136.54444444444445
19,-46.544444444444444,1233.4555555555555,-137.54444444444445
20,182.45555555555555,185.45555555555555,185.45555555555555
21,-39.544444444444444,1273.4555555555555,-113.54444444444445
22,4.455555555555556,202.45555555555555,-153.54444444444445
23,6.455555555555556,1263.4555555555555,-106.54444444444445
24,-107.54444444444445,199.45555555555555,-146.54444444444445
25,-90.54444444444445,1229.4555555555555,-134.54444444444445
26,-134.54444444444445,234.45555555555555,234.45555555555555
27,-68.54444444444445,1232.4555555555555,-80.54444444444445
28,-85.54444444444445,220.45555555555555,220.45555555555555
29,-97.54444444444445,1146.4555555555555,-132.54444444444445
30,-133.54444444444445,239.45555555555555,239.45555555555555
31,-61.544444444444444,1269.4555555555555,-44.544444444444444
32,-90.54444444444445,286.4555555555556,-145.54444444444445
33,-21.544444444444444,1225.4555555555555,-162.54444444444445
34,-162.54444444444445,184.45555555555555,184.45555555555555
35,-98.54444444444445,1260.4555555555555,-66.54444444444445
36,-109.54444444444445,1191.4555555555555,52.455555555555556
37,-103.54444444444445,233.45555555555555,233.45555555555555
38,-80.54444444444445,1149.4555555555555,-57.544444444444444
39,-40.544444444444444,236.45555555555555,236.45555555555555
40,-48.544444444444444,1225.4555555555555,-40.544444444444444
41,-65.54444444444445,244.45555555555555,244.45555555555555
42,-54.544444444444444,1215.4555555555555,-73.54444444444445
43,-78.54444444444445,228.45555555555555,-152.54444444444445
44,-35.544444444444444,1146.4555555555555,-154.54444444444445
45,-26.544444444444444,181.45555555555555,-122.54444444444445
46,-32.544444444444444,1224.4555555555555,-92.54444444444445
47,-92.54444444444445,204.45555555555555,204.45555555555555
48,-144.54444444444445,11.455555555555556,11.455555555555556
49,-7.544444444444444,1238.4555555555555,1238.4555555555555
50,-40.544444444444444,209.45555555555555,-134.54444444444445
51,-124.54444444444445,1253.4555555555555,-100.54444444444445
52,-83.54444444444445,1269.4555555555555,-69.54444444444445
53,-71.54444444444445,219.45555555555555,219.45555555555555
54,-163.54444444444445,1203.4555555555555,-146.54444444444445
55,-104.54444444444445,1311.4555555555555,-126.54444444444445
56,-555.8195555555556,291.18044444444445,-443.81955555555555
57,-44.81955555555555,763.1804444444444,-80.81955555555555
58,-40.81955555555555,1139.1804444444444,-65.81955555555555
59,-173.81955555555555,894.1804444444444,-165.81955555555555
60,-52.81955555555555,702.1804444444444,-598.8195555555556
61,15.180444444444444,974.1804444444444,-283.81955555555555
62,-485.81955555555555,684.1804444444444,-536.8195555555556
63,-327.81955555555555,1133.1804444444444,-316.81955555555555
64,-48.81955555555555,807.1804444444444,-172.81955555555555
65,-73.81955555555555,1078.1804444444444,-143.81955555555555
66,79.18044444444445,1154.1804444444444,-187.81955555555555
67,-234.81955555555555,798.1804444444444,-233.81955555555555
68,-82.81955555555555,843.1804444444444,-161.81955555555555
69,-77.81955555555555,910.1804444444444,-149.81955555555555
70,-25.819555555555556,1030.1804444444444,-567.8195555555556
71,-394.81955555555555,1159.1804444444444,-18.819555555555556
72,-71.81955555555555,1102.1804444444444,-217.81955555555555
73,-53.81955555555555,1034.1804444444444,-223.81955555555555
74,-99.81955555555555,866.1804444444444,-655.8195555555556
75,-110.81955555555555,923.1804444444444,-246.81955555555555
76,-116.81955555555555,901.1804444444444,-203.81955555555555
77,-75.81955555555555,941.1804444444444,-172.81955555555555
78,-98.81955555555555,853.1804444444444,-206.81955555555555
79,-56.81955555555555,971.1804444444444,-212.81955555555555
80,-92.81955555555555,964.1804444444444,-238.81955555555555
81,-112.81955555555555,969.1804444444444,-231.81955555555555
82,42.18044444444445,1153.1804444444444,-59.81955555555555
83,-124.81955555555555,923.1804444444444,-172.81955555555555
84,-197.81955555555555,860.1804444444444,-386.81955555555555
85,-70.81955555555555,915.1804444444444,-211.81955555555555
86,-181.81955555555555,911.1804444444444,-269.81955555555555
87,49.18044444444445,1011.1804444444444,-147.81955555555555
88,-58.81955555555555,966.1804444444444,-287.81955555555555
89,-120.81955555555555,923.1804444444444,-189.81955555555555
90,-68.81955555555555,927.1804444444444,-152.81955555555555
91,-70.81955555555555,978.1804444444444,-151.81955555555555
92,-94.81955555555555,960.1804444444444,-151.81955555555555
93,-126.81955555555555,1077.1804444444444,-273.81955555555555
94,-89.81955555555555,960.1804444444444,-521.8195555555556
95,-76.81955555555555,783.1804444444444,-200.81955555555555
96,-224.81955555555555,570.1804444444444,-670.8195555555556
97,14.180444444444444,1088.1804444444444,-96.81955555555555
98,-48.81955555555555,1010.1804444444444,-99.81955555555555
99,-120.81955555555555,1002.1804444444444,-116.81955555555555
100,-86.81955555555555,1001.1804444444444,-197.81955555555555
101,-150.81955555555555,884.1804444444444,-159.81955555555555
102,-156.81955555555555,906.1804444444444,-253.81955555555555
103,-20.819555555555556,983.1804444444444,983.1804444444444
104,41.18044444444445,1113.1804444444444,-34.81955555555555
105,-65.81955555555555,1048.1804444444444,-184.81955555555555
106,-160.81955555555555,935.1804444444444,-339.81955555555555
107,-64.81955555555555,1039.1804444444444,-137.81955555555555
108,-71.81955555555555,910.1804444444444,-157.81955555555555
109,-11.819555555555556,1020.1804444444444,-220.81955555555555
110,-147.81955555555555,857.1804444444444,-173.81955555555555
111,-28.819555555555556,982.1804444444444,-136.81955555555555
112,-44.81955555555555,957.1804444444444,-143.81955555555555
113,-42.81955555555555,1026.1804444444444,-98.81955555555555
114,-58.81955555555555,979.1804444444444,-110.81955555555555
115,60.18044444444445,1020.1804444444444,-163.81955555555555
116,-90.81955555555555,921.1804444444444,-338.81955555555555
117,-8.819555555555556,1037.1804444444444,-106.81955555555555
118,-47.81955555555555,1051.1804444444444,-94.81955555555555
119,-101.81955555555555,1087.1804444444444,-199.81955555555555
120,-65.81955555555555,955.1804444444444,-438.81955555555555
121,-171.81955555555555,724.1804444444444,-307.81955555555555
122,-233.81955555555555,680.1804444444444,-648.8195555555556
123,-93.81955555555555,745.1804444444444,-638.8195555555556
124,12.180444444444444,1102.1804444444444,-100.81955555555555
125,-123.81955555555555,839.1804444444444,-504.81955555555555
126,-93.81955555555555,826.1804444444444,-669.8195555555556
127,-111.81955555555555,780.1804444444444,-592.8195555555556
128,-103.81955555555555,813.1804444444444,-311.81955555555555
129,-160.81955555555555,930.1804444444444,-252.81955555555555
130,-17.819555555555556,1127.1804444444444,-127.81955555555555
131,-91.81955555555555,828.1804444444444,-502.81955555555555
132,-58.81955555555555,738.1804444444444,-684.8195555555556
133,-239.81955555555555,778.1804444444444,-326.81955555555555
134,38.18044444444445,1212.1804444444444,-23.819555555555556
135,-29.819555555555556,1057.1804444444444,-170.81955555555555
136,-32.81955555555555,1108.1804444444444,17.180444444444444
137,-212.81955555555555,750.1804444444444,-447.81955555555555
138,-82.81955555555555,968.1804444444444,-180.81955555555555
139,-208.81955555555555,783.1804444444444,-314.81955555555555
140,227.18044444444445,1416.1804444444444,17.180444444444444
141,-143.81955555555555,948.1804444444444,-315.81955555555555
142,-55.81955555555555,926.1804444444444,-209.81955555555555
143,-105.81955555555555,886.1804444444444,-211.81955555555555
144,-58.81955555555555,1043.1804444444444,-101.81955555555555
145,-20.819555555555556,964.1804444444444,-189.81955555555555
146,131.18044444444445,1296.1804444444444,185.18044444444445
147,-345.81955555555555,944.1804444444444,-391.81955555555555
148,198.18044444444445,1165.1804444444444,-71.81955555555555
149,-1.8195555555555565,1040.1804444444444,-165.81955555555555
150,-127.81955555555555,771.1804444444444,-537.8195555555556
151,-111.81955555555555,729.1804444444444,729.1804444444444
152,-110.81955555555555,917.1804444444444,-175.81955555555555
153,-97.81955555555555,1005.1804444444444,-144.81955555555555
154,-17.819555555555556,1067.1804444444444,-182.81955555555555
155,-53.81955555555555,1019.1804444444444,-222.81955555555555
156,-105.81955555555555,1035.1804444444444,-155.81955555555555
157,-70.81955555555555,1050.1804444444444,-91.81955555555555
158,-128.81955555555555,1014.1804444444444,-84.81955555555555
159,-109.81955555555555,962.1804444444444,-156.81955555555555
160,-97.81955555555555,714.1804444444444,714.1804444444444
161,9.180444444444444,1024.1804444444444,-162.81955555555555
162,-71.81955555555555,867.1804444444444,-234.81955555555555
163,-94.81955555555555,913.1804444444444,-219.81955555555555
164,-98.81955555555555,883.1804444444444,-194.81955555555555
165,-61.81955555555555,1087.1804444444444,-123.81955555555555
166,-1187.7163333333333,-272.71633333333335,-921.7163333333333
167,349.28366666666665,1125.2836666666667,437.28366666666665
168,-869.7163333333333,774.2836666666667,64.28366666666666
169,25.28366666666667,738.2836666666667,-19.71633333333333
170,-203.71633333333332,624.2836666666667,-39.71633333333333
171,-223.71633333333332,62.28366666666667,-185.71633333333332
172,82.28366666666666,853.2836666666667,93.28366666666666
173,-46.71633333333333,800.2836666666667,-216.71633333333332
174,136.28366666666668,823.2836666666667,149.28366666666668
175,-120.71633333333334,257.28366666666665,257.28366666666665
176,16.28366666666667,641.2836666666667,-42.71633333333333
177,-29.71633333333333,222.28366666666668,222.28366666666668
178,-86.71633333333334,536.2836666666667,-190.71633333333332
179,-42.71633333333333,118.28366666666666,118.28366666666666
180,-34.71633333333333,656.2836666666667,-114.71633333333334
181,-114.71633333333334,146.28366666666668,-42.71633333333333
182,-132.71633333333332,537.2836666666667,-216.71633333333332
183,-158.71633333333332,617.2836666666667,-237.71633333333332
184,-48.71633333333333,715.2836666666667,-139.71633333333332
185,-283.71633333333335,45.28366666666667,45.28366666666667
186,114.28366666666666,581.2836666666667,581.2836666666667
187,-159.71633333333332,437.28366666666665,-262.71633333333335
188,-27.71633333333333,693.2836666666667,-106.71633333333334
189,-106.71633333333334,720.2836666666667,-240.71633333333332
190,-121.71633333333334,250.28366666666668,-417.71633333333335
191,-198.71633333333332,176.28366666666668,176.28366666666668
